id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,icao_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
1913,CYSU,medium_airport,Summerside Airport,46.440601,-63.833599,56,,Canada,CA,Prince Edward Island,CA-PE,PE,Slemon Park,0,CYSU,CYSU,YSU,,,https://en.wikipedia.org/wiki/Summerside_Airport,PEI,250,2020-09-28T12:04:44+00:00
1286,CNA3,small_airport,Barrie Executive Airport,44.407066,-79.731655,963,,Canada,CA,Ontario,CA-ON,ON,Barrie,0,CNA3,,,CNA3,,https://en.wikipedia.org/wiki/Springwater_(Barrie_Airpark),"NA3, Springwater Barrie Airpark",50,2022-02-24T20:14:47+00:00
879,CEN4,small_airport,High River Airport,50.534162,-113.843396,3431,,Canada,CA,Alberta,CA-AB,AB,High River,0,CEN4,,,CEN4,,https://en.wikipedia.org/wiki/High_River_Airport,EN4,50,2021-06-07T18:41:43+00:00
1334,CNR4,small_airport,Tobermory Airport,45.22146808,-81.62755966,700,,Canada,CA,Ontario,CA-ON,ON,Tobermory,0,CNR4,,,CNR4,,https://en.wikipedia.org/wiki/Tobermory_Airport,NR4,50,2010-05-29T09:20:28+00:00
914,CEX3,small_airport,Wetaskiwin Regional Airport,52.96500015,-113.4110031,2509,,Canada,CA,Alberta,CA-AB,AB,Wetaskiwin,0,CEX3,,,CEX3,,https://en.wikipedia.org/wiki/Wetaskiwin_Regional_Airport,EX3,50,2011-04-23T19:43:31+00:00
1703,CYDA,medium_airport,Dawson City Airport,64.04309845,-139.128006,1215,,Canada,CA,Yukon,CA-YT,YT,Dawson City,1,CYDA,CYDA,YDA,,,https://en.wikipedia.org/wiki/Dawson_City_Airport,,750,2008-06-13T14:30:04+00:00
1939,CYVP,medium_airport,Kuujjuaq Airport,58.09609985,-68.42690277,129,,Canada,CA,Quebec,CA-QC,QC,Kuujjuaq,1,CYVP,CYVP,YVP,,,https://en.wikipedia.org/wiki/Kuujjuaq_Airport,,750,2008-06-13T14:30:04+00:00
1949,CYWK,medium_airport,Wabush Airport,52.9219017,-66.86440277,1808,,Canada,CA,Newfoundland and Labrador,CA-NL,NL,Wabush,1,CYWK,CYWK,YWK,,,https://en.wikipedia.org/wiki/Wabush_Airport,,750,2008-06-13T14:30:04+00:00
1936,CYVK,medium_airport,Vernon Regional Airport,50.246163,-119.330963,1140,,Canada,CA,British Columbia,CA-BC,BC,Vernon,0,CYVK,CYVK,YVE,,,https://en.wikipedia.org/wiki/Vernon_Regional_Airport,YVK,250,2024-07-10T15:36:59+00:00
1845,CYPE,medium_airport,Peace River Airport,56.226898,-117.446999,1873,,Canada,CA,Alberta,CA-AB,AB,Peace River,1,CYPE,CYPE,YPE,,,https://en.wikipedia.org/wiki/Peace_River_Airport,,750,2018-10-02T22:27:07+00:00
1883,CYQZ,medium_airport,Quesnel Airport,53.02610016,-122.5100021,1789,,Canada,CA,British Columbia,CA-BC,BC,Quesnel,1,CYQZ,CYQZ,YQZ,,,https://en.wikipedia.org/wiki/Quesnel_Airport,,750,2008-06-13T14:30:04+00:00
1834,CYOD,medium_airport,CFB Cold Lake,54.40499878,-110.2789993,1775,,Canada,CA,Alberta,CA-AB,AB,Cold Lake,0,CYOD,CYOD,YOD,,,https://en.wikipedia.org/wiki/CFB_Cold_Lake,,250,2008-06-13T14:30:04+00:00
1995,CYZH,medium_airport,Slave Lake Airport,55.292945,-114.777276,1912,,Canada,CA,Alberta,CA-AB,AB,Slave Lake,0,CYZH,CYZH,YZH,,http://slavelakeairport.com,https://en.wikipedia.org/wiki/Slave_Lake_Airport,YZH,250,2024-06-26T14:32:18+00:00
1713,CYDQ,medium_airport,Dawson Creek Airport,55.741245,-120.183263,2148,,Canada,CA,British Columbia,CA-BC,BC,Dawson Creek,0,CYDQ,CYDQ,YDQ,,,https://en.wikipedia.org/wiki/Dawson_Creek_Airport,,750,2024-04-03T19:35:59+00:00
1865,CYQD,medium_airport,The Pas Airport,53.97140121,-101.0910034,887,,Canada,CA,Manitoba,CA-MB,MB,The Pas,1,CYQD,CYQD,YQD,,,https://en.wikipedia.org/wiki/The_Pas_Airport,,750,2008-06-13T14:30:04+00:00
1846,CYPG,medium_airport,Portage-la-Prairie / Southport Airport,49.903099,-98.273817,885,,Canada,CA,Manitoba,CA-MB,MB,Portage la Prairie,0,CYPG,CYPG,YPG,,http://southport.ca/,https://en.wikipedia.org/wiki/Portage_La_Prairie/Southport_Airport,,275,2020-09-02T19:33:56+00:00
1965,CYXR,medium_airport,Earlton (Timiskaming Regional) Airport,47.69740065,-79.84734535,800,,Canada,CA,Ontario,CA-ON,ON,Earlton,0,CYXR,CYXR,YXR,,,https://en.wikipedia.org/wiki/Earlton_(Timiskaming_Regional)_Airport,yxr,250,2010-12-31T10:09:22+00:00
1507,CSD4,small_airport,Mont Laurier Airport,46.56439972,-75.57779694,815,,Canada,CA,Quebec,CA-QC,QC,Mont-Laurier,0,CSD4,,,CSD4,,https://en.wikipedia.org/wiki/Mont-Laurier_Airport,SD4,50,2008-06-13T14:30:04+00:00
1817,CYMT,medium_airport,Chapais Airport,49.77190018,-74.52809906,1270,,Canada,CA,Quebec,CA-QC,QC,Chibougamau,1,CYMT,CYMT,YMT,,,https://en.wikipedia.org/wiki/Chibougamau/Chapais_Airport,,750,2008-06-13T14:30:04+00:00
1933,CYVC,medium_airport,La Ronge Airport,55.15140152,-105.262001,1242,,Canada,CA,Saskatchewan,CA-SK,SK,La Ronge,1,CYVC,CYVC,YVC,,,https://en.wikipedia.org/wiki/La_Ronge_(Barber_Field)_Airport,,750,2014-03-18T21:38:22+00:00
1816,CYMO,medium_airport,Moosonee Airport,51.29109955,-80.60780334,30,,Canada,CA,Ontario,CA-ON,ON,Moosonee,1,CYMO,CYMO,YMO,,,https://en.wikipedia.org/wiki/Moosonee_Airport,,750,2009-07-02T15:51:41+00:00
2003,CYZX,medium_airport,CFB Greenwood,44.9844017,-64.91690063,92,,Canada,CA,Nova Scotia,CA-NS,NS,Greenwood,0,CYZX,CYZX,YZX,,,https://en.wikipedia.org/wiki/CFB_Greenwood,Greenwood Airport,275,2008-06-13T14:30:04+00:00
1879,CYQV,medium_airport,Yorkton Municipal Airport,51.26470184,-102.461998,1635,,Canada,CA,Saskatchewan,CA-SK,SK,Yorkton,0,CYQV,CYQV,YQV,,,https://en.wikipedia.org/wiki/Yorkton_Municipal_Airport,,275,2008-06-13T14:30:04+00:00
1844,CYPD,medium_airport,Port Hawkesbury Airport,45.65670013,-61.36809921,377,,Canada,CA,Nova Scotia,CA-NS,NS,Port Hawkesbury,0,CYPD,CYPD,YPS,,http://www.porthawkesburyairport.com/,https://en.wikipedia.org/wiki/Port_Hawkesbury_Airport,YPD,250,2011-10-30T10:36:51+00:00
2006,CZAM,medium_airport,Shuswap Regional Airport,50.682802,-119.228996,1751,,Canada,CA,British Columbia,CA-BC,BC,Salmon Arm,0,CZAM,CZAM,YSN,,http://www.salmonarm.ca/index.aspx?nid=228,https://en.wikipedia.org/wiki/Salmon_Arm_Airport,"AM4, Shuswap Regional Airport, Salmon Arm Airport",250,2017-10-14T22:03:53+00:00
1720,CYEM,medium_airport,Manitoulin East Municipal Airport,45.842435,-81.857595,869,,Canada,CA,Ontario,CA-ON,ON,Sheguiandah,0,CYEM,CYEM,YEM,,,https://en.wikipedia.org/wiki/Manitowaning/Manitoulin_East_Municipal_Airport,,250,2021-04-27T02:45:29+00:00
1982,CYYN,medium_airport,Swift Current Airport,50.29190063,-107.6910019,2680,,Canada,CA,Saskatchewan,CA-SK,SK,Swift Current,0,CYYN,CYYN,YYN,,http://www.swiftcurrentairport.com/,https://en.wikipedia.org/wiki/Swift_Current_Airport,YYN,250,2010-05-09T16:39:37+00:00
1705,CYDC,small_airport,Princeton Airport,49.468102,-120.511002,2298,,Canada,CA,British Columbia,CA-BC,BC,Town of Princeton,0,CYDC,,,,http://princetonairport.ca,https://en.wikipedia.org/wiki/Princeton_Airport_(British_Columbia),YDC,150,2024-04-03T21:06:55+00:00
888,CEQ3,small_airport,Camrose Airport,53.04029846,-112.8160019,2426,,Canada,CA,Alberta,CA-AB,AB,Camrose,0,CEQ3,,,CEQ3,,https://en.wikipedia.org/wiki/Camrose_Airport,EQ3,50,2008-06-13T14:30:04+00:00
615,CAD5,small_airport,Merritt Airport,50.122504,-120.745368,2080,,Canada,CA,British Columbia,CA-BC,BC,Merritt,0,CAD5,,YMB,CAD5,,https://en.wikipedia.org/wiki/Merritt_Airport,"AD5, Saunders Field",50,2024-04-03T22:49:46+00:00
830,CEA3,small_airport,Olds-Didsbury Airport,51.7118988,-114.1070023,3360,,Canada,CA,Alberta,CA-AB,AB,Olds-Didsbury,0,CEA3,,,CEA3,,https://en.wikipedia.org/wiki/Olds-Didsbury_Airport,EA3,50,2012-11-19T21:46:09+00:00
1710,CYDN,medium_airport,Dauphin Barker Airport,51.1008,-100.052002,999,,Canada,CA,Manitoba,CA-MB,MB,Dauphin,1,CYDN,CYDN,YDN,,,https://en.wikipedia.org/wiki/Dauphin_(Lt._Col_W.G._(Billy)_Barker_VC_Airport),,750,2024-04-03T23:12:03+00:00
1769,CYHY,medium_airport,Hay River / Merlyn Carter Airport,60.83969879,-115.7829971,541,,Canada,CA,Northwest Territories,CA-NT,NT,Hay River,1,CYHY,CYHY,YHY,,,https://en.wikipedia.org/wiki/Hay_River_Airport,,750,2011-12-06T19:35:43+00:00
1940,CYVQ,medium_airport,Norman Wells Airport,65.28160095,-126.7979965,238,,Canada,CA,Northwest Territories,CA-NT,NT,Norman Wells,1,CYVQ,CYVQ,YVQ,,,https://en.wikipedia.org/wiki/Norman_Wells_Airport,,750,2008-06-13T14:30:04+00:00
1724,CYET,medium_airport,Edson Airport,53.57889938,-116.4649963,3043,,Canada,CA,Alberta,CA-AB,AB,Edson,0,CYET,CYET,YET,,,https://en.wikipedia.org/wiki/Edson_Airport,,250,2011-12-06T19:46:09+00:00
2034,CZPC,medium_airport,Pincher Creek Airport,49.520429,-113.997002,3903,,Canada,CA,Alberta,CA-AB,AB,Pincher Creek,0,CZPC,CZPC,WPC,,,https://en.wikipedia.org/wiki/Pincher_Creek_Airport,ZPC,250,2024-06-29T11:57:15+00:00
1902,CYSG,medium_airport,Saint-Georges Airport,46.096401,-70.714699,893,,Canada,CA,Quebec,CA-QC,QC,Saint-Georges,0,CYSG,,,,,https://en.wikipedia.org/wiki/St-Georges_Airport,"YSG, SW3, St Georges",250,2024-12-14T15:24:12+00:00
1869,CYQI,medium_airport,Yarmouth Airport,43.82690048,-66.08809662,141,,Canada,CA,Nova Scotia,CA-NS,NS,Yarmouth,0,CYQI,CYQI,YQI,,,https://en.wikipedia.org/wiki/Yarmouth_Airport,,250,2008-06-13T14:30:04+00:00
1735,CYFO,small_airport,Flin Flon Airport,54.678101,-101.681999,997,,Canada,CA,Manitoba,CA-MB,MB,Flin Flon,1,CYFO,CYFO,YFO,,,https://en.wikipedia.org/wiki/Flin_Flon_Airport,,150,2024-04-03T23:12:55+00:00
1797,CYLB,small_airport,Lac La Biche Airport,54.77030182,-112.0319977,1884,,Canada,CA,Alberta,CA-AB,AB,Lac La Biche,0,CYLB,CYLB,YLB,,,https://en.wikipedia.org/wiki/Lac_La_Biche_Airport,YLB,50,2013-04-22T06:12:28+00:00
1819,CYMW,small_airport,Maniwaki Airport,46.2728,-75.990601,656,,Canada,CA,Quebec,CA-QC,QC,Messines,0,CYMW,CYMW,YMW,YMW,,https://en.wikipedia.org/wiki/Maniwaki_Airport,YMW,50,2023-12-02T11:48:29+00:00
1900,CYSE,small_airport,Squamish Airport,49.78170013,-123.1620026,171,,Canada,CA,British Columbia,CA-BC,BC,Squamish,0,CYSE,CYSE,YSE,YSE,,https://en.wikipedia.org/wiki/Squamish_Airport,YSE,50,2013-04-25T02:17:22+00:00
1331,CNQ3,small_airport,Niagara Central Dorothy Rungeling Airport,42.979198,-79.324699,585,,Canada,CA,Ontario,CA-ON,ON,Welland,0,CNQ3,,,CNQ3,http://www.centralairport.ca/index.html,https://en.wikipedia.org/wiki/Welland/Niagara_Central_Airport,NQ3,50,2018-12-07T17:33:25+00:00
1861,CYPY,medium_airport,Fort Chipewyan Airport,58.76720047,-111.1169968,761,,Canada,CA,Alberta,CA-AB,AB,Fort Chipewyan,1,CYPY,CYPY,YPY,,,https://en.wikipedia.org/wiki/Fort_Chipewyan_Airport,,750,2008-06-13T14:30:04+00:00
1747,CYGP,medium_airport,Michel-Pouliot Gaspé Airport,48.774915,-64.481893,112,,Canada,CA,Quebec,CA-QC,QC,Gaspé,1,CYGP,CYGP,YGP,,,https://en.wikipedia.org/wiki/Gasp%C3%A9_Airport,,750,2023-12-19T09:23:34+00:00
1961,CYXL,medium_airport,Sioux Lookout Airport,50.11389923,-91.90529633,1258,,Canada,CA,Ontario,CA-ON,ON,Sioux Lookout,1,CYXL,CYXL,YXL,,,https://en.wikipedia.org/wiki/Sioux_Lookout_Airport,,750,2008-06-13T14:30:04+00:00
2010,CZBF,medium_airport,Bathurst Airport,47.6297,-65.738899,193,,Canada,CA,New Brunswick,CA-NB,NB,South Tetagouche,1,CZBF,CZBF,ZBF,,,https://en.wikipedia.org/wiki/Bathurst_Airport_(New_Brunswick),ZBF,750,2022-09-28T12:57:10+00:00
1663,CYAW,heliport,CFB Shearwater Heliport,44.636782,-63.502107,144,,Canada,CA,Nova Scotia,CA-NS,NS,Halifax,0,CYAW,CYAW,,YAW,,https://en.wikipedia.org/wiki/CFB_Shearwater,,275,2025-06-01T19:08:35+00:00
1880,CYQW,medium_airport,North Battleford Airport,52.769409,-108.243742,1799,,Canada,CA,Saskatchewan,CA-SK,SK,North Battleford,0,CYQW,CYQW,YQW,,,https://en.wikipedia.org/wiki/North_Battleford_(Cameron_McIntosh)_Airport,,250,2021-10-14T16:37:12+00:00
1887,CYRI,medium_airport,Rivière-du-Loup Airport,47.76440048,-69.58470154,427,,Canada,CA,Quebec,CA-QC,QC,Rivière-du-Loup,0,CYRI,CYRI,YRI,,http://www.ville.riviere-du-loup.qc.ca/anglais/aeroport.php,https://en.wikipedia.org/wiki/Rivi%C3%A8re-du-Loup_Airport,,250,2009-06-30T09:01:43+00:00
708,CBQ2,small_airport,Fort Langley Airport,49.16749954,-122.5550003,30,,Canada,CA,British Columbia,CA-BC,BC,Fort Langley,0,CBQ2,,,CBQ2,,https://en.wikipedia.org/wiki/Fort_Langley_Airport,BQ2,50,2008-06-13T14:30:04+00:00
1264,CLA4,small_airport,Holland Landing Airpark,44.08940125,-79.49500275,855,,Canada,CA,Ontario,CA-ON,ON,Holland Landing,0,CLA4,,,CLA4,,https://en.wikipedia.org/wiki/Holland_Landing_Airpark,LA4,50,2008-06-13T14:30:04+00:00
1341,CA-1076,small_airport,Morrisburg Airport,44.946993,-75.076961,254,,Canada,CA,Ontario,CA-ON,ON,Morrisburg,0,,,,CNS8,,https://en.wikipedia.org/wiki/Morrisburg_Airport,CNS8,50,2025-04-05T14:52:39+00:00
1856,CYPS,small_airport,Pemberton Regional Airport,50.302502,-122.737999,670,,Canada,CA,British Columbia,CA-BC,BC,Pemberton,0,CYPS,,,,,https://en.wikipedia.org/wiki/Pemberton_Regional_Airport,AR5,50,2016-10-01T12:17:56+00:00
1346,CA-1077,closed,Picton Airport,43.989201,-77.139198,465,,Canada,CA,Ontario,CA-ON,ON,Prince Edward County,0,,,,,,https://en.wikipedia.org/wiki/Picton_Airport,"NT7, CNT7",50,2025-02-25T14:37:52+00:00
1460,CPU6,small_airport,Tyendinaga Mohawk Airport,44.1847,-77.107803,260,,Canada,CA,Ontario,CA-ON,ON,Tyendinaga,0,CPU6,,,CPU6,,https://en.wikipedia.org/wiki/Tyendinaga_(Mohawk)_Airport,"PU6, Deseronto Airport, Napanee",50,2022-12-03T06:26:58+00:00
1996,CYZP,medium_airport,Sandspit Airport,53.25429916,-131.8139954,21,,Canada,CA,British Columbia,CA-BC,BC,Sandspit,1,CYZP,CYZP,YZP,,,https://en.wikipedia.org/wiki/Sandspit_Airport,"Queen Charlotte Islands, Haida Gwaii",750,2009-12-12T09:35:10+00:00
1790,CYKL,medium_airport,Schefferville Airport,54.80530167,-66.80529785,1709,,Canada,CA,Quebec,CA-QC,QC,Schefferville,1,CYKL,CYKL,YKL,,,https://en.wikipedia.org/wiki/Schefferville_Airport,,750,2008-06-13T14:30:04+00:00
1665,CYAY,medium_airport,St. Anthony Airport,51.391909,-56.08321,108,,Canada,CA,Newfoundland and Labrador,CA-NL,NL,St. Anthony,1,CYAY,CYAY,YAY,,,https://en.wikipedia.org/wiki/St._Anthony_Airport,,750,2022-08-16T10:42:57+00:00
1901,CYSF,medium_airport,Stony Rapids Airport,59.25030136,-105.8410034,805,,Canada,CA,Saskatchewan,CA-SK,SK,Stony Rapids,1,CYSF,CYSF,YSF,,,https://en.wikipedia.org/wiki/Stony_Rapids_Airport,,750,2008-06-13T14:30:04+00:00
1690,CYCH,medium_airport,Miramichi Airport,47.007801,-65.449203,108,,Canada,CA,New Brunswick,CA-NB,NB,Miramichi,0,CYCH,CYCH,YCH,,,https://en.wikipedia.org/wiki/Miramichi_Airport,"CFB Chatham, RCAF Station Chatham",500,2025-02-05T01:29:22+00:00
1813,CYMJ,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,50.33029938,-105.5589981,1892,,Canada,CA,Saskatchewan,CA-SK,SK,Moose Jaw,0,CYMJ,CYMJ,YMJ,,,https://en.wikipedia.org/wiki/Moose_Jaw/Air_Vice_Marshal_C.M._McEwen_Airport,CFB Moose Jaw,400,2008-06-21T10:46:33+00:00
1745,CYGM,medium_airport,Gimli Industrial Park Airport,50.62810135,-97.04329681,753,,Canada,CA,Manitoba,CA-MB,MB,Gimli,0,CYGM,CYGM,YGM,,,https://en.wikipedia.org/wiki/Gimli_Industrial_Park_Airport,,250,2008-06-13T14:30:04+00:00
1991,CYZD,closed,Downsview Airport,43.742522,-79.465399,652,,Canada,CA,Ontario,CA-ON,ON,North York,0,,,,,,https://en.wikipedia.org/wiki/Toronto/Downsview_Airport,"YZD, CYZD",250,2026-01-11T19:40:34+00:00
2015,CZFD,small_airport,Fond-du-Lac Airport,59.3344,-107.181999,814,,Canada,CA,Saskatchewan,CA-SK,SK,Fond-du-Lac,1,CZFD,CZFD,ZFD,,,https://en.wikipedia.org/wiki/Fond-du-Lac_Airport,,150,2024-04-04T19:26:38+00:00
1708,CYDL,small_airport,Dease Lake Airport,58.422199,-130.031998,2600,,Canada,CA,British Columbia,CA-BC,BC,Dease Lake,1,CYDL,CYDL,YDL,,,https://en.wikipedia.org/wiki/Dease_Lake_Airport,YDL,100,2024-04-03T20:30:18+00:00
848,CEF4,small_airport,Airdrie Aerodrome,51.263901,-113.933998,3648,,Canada,CA,Alberta,CA-AB,AB,Airdrie,0,CEF4,,,CEF4,,https://en.wikipedia.org/wiki/Airdrie_Aerodrome,EF4,50,2022-01-09T11:46:56+00:00
1951,CYWM,small_airport,Athabasca Airport,54.74309921,-113.2050018,1971,,Canada,CA,Alberta,CA-AB,AB,Athabasca,0,CYWM,,,,http://www.athabascacounty.com/Safety%20and%20Utilities/AthabascaAirport.asp,https://en.wikipedia.org/wiki/Athabasca_Airport,YWM,50,2009-02-19T11:05:37+00:00
1502,CSC3,small_airport,Drummondville Airport,45.84529877,-72.3946991,365,,Canada,CA,Quebec,CA-QC,QC,Drummondville,0,CSC3,,,CSC3,,https://en.wikipedia.org/wiki/Drummondville_Airport,SC3,50,2008-06-13T14:30:04+00:00
1198,CKK7,small_airport,Steinbach (South) Airport,49.4939003,-96.69889832,888,,Canada,CA,Manitoba,CA-MB,MB,Steinbach,0,CKK7,,,CKK7,,https://en.wikipedia.org/wiki/Steinbach_(South)_Airport,KK7,50,2008-06-13T14:30:04+00:00
1685,CYCB,medium_airport,Cambridge Bay Airport,69.10810089,-105.1380005,90,,Canada,CA,Nunavut,CA-NU,NU,Cambridge Bay,1,CYCB,CYCB,YCB,,,https://en.wikipedia.org/wiki/Cambridge_Bay_Airport,,750,2011-11-13T01:59:57+00:00
1654,CYAG,medium_airport,Fort Frances Municipal Airport,48.655749,-93.44349,1125,,Canada,CA,Ontario,CA-ON,ON,Fort Frances,1,CYAG,CYAG,YAG,,,https://en.wikipedia.org/wiki/Fort_Frances_Municipal_Airport,,750,2022-03-29T17:28:20+00:00
1737,CYFS,medium_airport,Fort Simpson Airport,61.7602005,-121.2369995,555,,Canada,CA,Northwest Territories,CA-NT,NT,Fort Simpson,1,CYFS,CYFS,YFS,,,https://en.wikipedia.org/wiki/Fort_Simpson_Airport,,750,2008-06-13T14:30:04+00:00
1987,CYYU,medium_airport,Kapuskasing Airport,49.411587,-82.469645,743,,Canada,CA,Ontario,CA-ON,ON,Kapuskasing,0,CYYU,CYYU,YYU,,,https://en.wikipedia.org/wiki/Kapuskasing_Airport,,750,2024-04-04T12:57:41+00:00
1664,CYAX,medium_airport,Lac du Bonnet Airport,50.294399,-96.010002,850,,Canada,CA,Manitoba,CA-MB,MB,Lac du Bonnet,1,CYAX,CYAX,,,,https://en.wikipedia.org/wiki/Lac_du_Bonnet_Airport,YAX,750,2025-06-01T19:25:55+00:00
1749,CYGR,medium_airport,Îles-de-la-Madeleine Airport,47.425242,-61.778612,35,,Canada,CA,Quebec,CA-QC,QC,Les Îles-de-la-Madeleine,1,CYGR,CYGR,YGR,,,https://en.wikipedia.org/wiki/%C3%8Eles-de-la-Madeleine_Airport,,750,2022-09-19T16:55:20+00:00
1734,CYFJ,medium_airport,Mont-Tremblant International Airport,46.409401,-74.779999,827,,Canada,CA,Quebec,CA-QC,QC,La Macaza,0,CYFJ,CYFJ,YTM,,http://www.mtia.ca/,https://en.wikipedia.org/wiki/Rivi%C3%A8re_Rouge/Mont-Tremblant_International_Inc_Airport,YFJ,500,2024-04-17T10:52:21+00:00
1806,CYLT,medium_airport,Alert Airport,82.517799,-62.280602,100,,Canada,CA,Nunavut,CA-NU,NU,Alert,0,CYLT,CYLT,YLT,,,https://en.wikipedia.org/wiki/Alert_Airport,YLT,250,2022-02-28T18:46:38+00:00
1660,CYAT,small_airport,Attawapiskat Airport,52.927502,-82.4319,31,,Canada,CA,Ontario,CA-ON,ON,Attawapiskat,1,CYAT,CYAT,YAT,,,https://en.wikipedia.org/wiki/Attawapiskat_Airport,,150,2024-04-04T12:56:07+00:00
717,CBS8,small_airport,Alberni Valley Regional Airport,49.321899,-124.931,250,,Canada,CA,British Columbia,CA-BC,BC,Port Alberni,0,CBS8,,YPB,CBS8,http://www.acrd.bc.ca/avra,https://en.wikipedia.org/wiki/Port_Alberni_(Alberni_Valley_Regional)_Airport,BS8,100,2024-04-10T19:27:07+00:00
620,CAH3,small_airport,Courtenay Airpark,49.679237,-124.98064,26,,Canada,CA,British Columbia,CA-BC,BC,Courtenay,0,CAH3,,YCA,CAH3,,https://en.wikipedia.org/wiki/Courtenay_Airpark,AH3,50,2022-07-07T12:58:27+00:00
627,CAK3,small_airport,Delta Heritage Air Park,49.0774,-122.941002,10,,Canada,CA,British Columbia,CA-BC,BC,Delta,0,CAK3,,,CAK3,http://www.deltaheritageairpark.org,https://en.wikipedia.org/wiki/Delta/Delta_Heritage_Air_Park,AK3,50,2016-10-09T13:10:06+00:00
921,CEZ4,small_airport,Fort Vermilion Airport,58.40420151,-115.9509964,836,,Canada,CA,Alberta,CA-AB,AB,Fort Vermilion,0,CEZ4,,,CEZ4,,https://en.wikipedia.org/wiki/Fort_Vermilion_Airport,EZ4,50,2008-06-13T14:30:04+00:00
1558,CA-1101,closed,Montreal / Les Cèdres Airport,45.3475,-74.076698,160,,Canada,CA,Quebec,CA-QC,QC,Montréal,0,,,,,http://www.laurentideaviation.com/cfs.php,https://en.wikipedia.org/wiki/Montr%C3%A9al/Les_C%C3%A8dres_Airport,"SS3, Cedars Airport, CSS3",50,2025-02-25T14:37:55+00:00
2032,CZNL,small_airport,Nelson Airport,49.494202,-117.301003,1755,,Canada,CA,British Columbia,CA-BC,BC,Nelson,0,CZNL,CZNL,,,,https://en.wikipedia.org/wiki/Nelson_Airport_(British_Columbia),ZNL,50,2025-06-03T18:20:50+00:00
856,CEH3,small_airport,Ponoka Industrial (Labrie Field) Airport,52.651699,-113.606003,2669,,Canada,CA,Alberta,CA-AB,AB,Ponoka Industrial,0,CEH3,,,CEH3,,https://en.wikipedia.org/wiki/Ponoka_Industrial_(Labrie_Field)_Airport,EH3,50,2022-06-14T13:50:00+00:00
920,CEZ3,small_airport,Edmonton / Cooking Lake Airport,53.427502,-113.115997,2437,,Canada,CA,Alberta,CA-AB,AB,Sherwood Park,0,CEZ3,,,CEZ3,,https://en.wikipedia.org/wiki/Edmonton/Cooking_Lake_Airport,EZ3,50,2021-05-09T23:44:11+00:00
972,CFN7,small_airport,Sundre Airport,51.77420044,-114.677002,3656,,Canada,CA,Alberta,CA-AB,AB,Sundre,0,CFN7,,,CFN7,,https://en.wikipedia.org/wiki/Sundre_Airport,FN7,50,2008-06-13T14:30:04+00:00
1538,CSM3,small_airport,Thetford Mines Airport,46.05170059,-71.25720215,1408,,Canada,CA,Quebec,CA-QC,QC,Thetford Mines,0,CSM3,,,CSM3,,https://en.wikipedia.org/wiki/Thetford_Mines_Airport,SM3,50,2008-06-13T14:30:04+00:00
1017,CFX6,small_airport,Vulcan Airport,50.40447,-113.285223,3437,,Canada,CA,Alberta,CA-AB,AB,Vulcan,0,CFX6,,,CFX6,,https://en.wikipedia.org/wiki/Vulcan_Airport,FX6,50,2021-04-20T15:26:47+00:00
1674,CYBK,medium_airport,Baker Lake Airport,64.29889679,-96.07779694,59,,Canada,CA,Nunavut,CA-NU,NU,Baker Lake,1,CYBK,CYBK,YBK,,,https://en.wikipedia.org/wiki/Baker_Lake_Airport,,750,2011-11-13T01:51:39+00:00
1744,CYGL,medium_airport,La Grande Rivière Airport,53.62530136,-77.70420074,639,,Canada,CA,Quebec,CA-QC,QC,La Grande Rivière,1,CYGL,CYGL,YGL,,,https://en.wikipedia.org/wiki/La_Grande_Rivi%C3%A8re_Airport,,750,2008-06-13T14:30:04+00:00
1849,CYPL,medium_airport,Pickle Lake Airport,51.44639969,-90.21420288,1267,,Canada,CA,Ontario,CA-ON,ON,Pickle Lake,1,CYPL,CYPL,YPL,,,https://en.wikipedia.org/wiki/Pickle_Lake_Airport,,750,2008-06-13T14:30:04+00:00
1672,CYBF,medium_airport,Bonnyville Airport,54.304199,-110.744003,1836,,Canada,CA,Alberta,CA-AB,AB,Bonnyville,1,CYBF,CYBF,YBY,,http://town.bonnyville.ab.ca/livingin/airport/index.html,https://en.wikipedia.org/wiki/Bonnyville_Airport,YBF,500,2016-05-31T10:07:59+00:00
1691,CYCL,medium_airport,Charlo Airport,47.990799,-66.330299,132,,Canada,CA,New Brunswick,CA-NB,NB,Charlo,1,CYCL,CYCL,YCL,,,https://en.wikipedia.org/wiki/Charlo_Airport,,500,2022-03-04T22:09:47+00:00
2004,CYZY,medium_airport,Mackenzie Airport,55.297786,-123.133907,2264,,Canada,CA,British Columbia,CA-BC,BC,Mackenzie,1,CYZY,,,,,https://en.wikipedia.org/wiki/Mackenzie_Airport,YZY,500,2024-04-03T20:28:13+00:00
1960,CYXK,medium_airport,Rimouski Airport,48.477644,-68.496323,82,,Canada,CA,Quebec,CA-QC,QC,Rimouski,1,CYXK,CYXK,YXK,,,https://en.wikipedia.org/wiki/Rimouski_Airport,,500,2024-01-12T04:00:10+00:00
