id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,icao_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
1759,CYHF,medium_airport,Hearst René Fontaine Municipal Airport,49.71419907,-83.68609619,827,,Canada,CA,Ontario,CA-ON,ON,Hearst,0,CYHF,CYHF,YHF,,,https://en.wikipedia.org/wiki/Hearst_(Ren%C3%A9_Fontaine)_Municipal_Airport,,250,2008-07-13T21:58:16+00:00
1742,CYGH,small_airport,Fort Good Hope Airport,66.240658,-128.647757,268,,Canada,CA,Northwest Territories,CA-NT,NT,Fort Good Hope,1,CYGH,CYGH,YGH,,,https://en.wikipedia.org/wiki/Fort_Good_Hope_Airport,,150,2024-04-04T12:19:35+00:00
2046,CZWL,small_airport,Wollaston Lake Airport,58.106899,-103.171997,1360,,Canada,CA,Saskatchewan,CA-SK,SK,Wollaston Lake,1,CZWL,CZWL,ZWL,,,https://en.wikipedia.org/wiki/Wollaston_Lake_Airport,,150,2024-04-04T13:58:11+00:00
1667,CYBA,small_airport,Banff Airport,51.208222,-115.540624,4583,,Canada,CA,Alberta,CA-AB,AB,Banff,0,CYBA,CYBA,YBA,,,https://en.wikipedia.org/wiki/Banff_Airport,YBA,50,2021-02-11T21:01:57+00:00
1014,CFX2,small_airport,Calgary / Okotoks Air Park,50.73529816,-113.9349976,3601,,Canada,CA,Alberta,CA-AB,AB,Calgary,0,CFX2,,,CFX2,,https://en.wikipedia.org/wiki/Calgary/Okotoks_Air_Park,FX2,50,2011-04-23T15:06:50+00:00
863,CEJ4,small_airport,Claresholm Industrial Airport,50.00469971,-113.6299973,3325,,Canada,CA,Alberta,CA-AB,AB,Claresholm,0,CEJ4,,,CEJ4,,https://en.wikipedia.org/wiki/Claresholm_Industrial_Airport,"EJ4, RCAF Station Claresholm",50,2008-06-21T07:35:36+00:00
773,CCQ3,small_airport,Debert Airport,45.41859818,-63.46060181,142,,Canada,CA,Nova Scotia,CA-NS,NS,Debert,0,CCQ3,,,CCQ3,,https://en.wikipedia.org/wiki/Debert_Airport,CQ3,50,2008-06-13T14:30:04+00:00
822,CA-1019,closed,Dunnville Airport,42.8722,-79.595802,600,,Canada,CA,Ontario,CA-ON,ON,Dunnville,0,,,,,,https://en.wikipedia.org/wiki/Dunnville_Airport,"DU9, BCATP, CDU9, RCAF Dunnville",50,2025-02-25T14:37:47+00:00
836,CEC4,small_airport,Jasper-Hinton Airport,53.319199,-117.752998,4006,,Canada,CA,Alberta,CA-AB,AB,Hinton,0,CEC4,,YJP,CEC4,,https://en.wikipedia.org/wiki/Hinton/Jasper-Hinton_Airport,EC4,50,2022-11-23T14:19:37+00:00
621,CAH4,small_airport,Valemount Airport,52.852736,-119.336266,2615,,Canada,CA,British Columbia,CA-BC,BC,Valemount,0,CAH4,,,CAH4,,https://en.wikipedia.org/wiki/Valemount_Airport,AH4,50,2023-08-09T20:45:25+00:00
2030,CZMT,medium_airport,Masset Airport,54.0275,-132.125,25,,Canada,CA,British Columbia,CA-BC,BC,Masset,1,CZMT,CZMT,ZMT,,,https://en.wikipedia.org/wiki/Masset_Airport,,750,2024-04-03T20:23:18+00:00
1885,CYRB,medium_airport,Resolute Bay Airport,74.71690369,-94.9693985,215,,Canada,CA,Nunavut,CA-NU,NU,Resolute Bay,1,CYRB,CYRB,YRB,,,https://en.wikipedia.org/wiki/Resolute_Bay_Airport,,750,2011-11-13T10:22:25+00:00
2024,CZJN,medium_airport,Swan River Airport,52.120602,-101.236,1100,,Canada,CA,Manitoba,CA-MB,MB,Swan River,0,CZJN,CZJN,ZJN,,,https://en.wikipedia.org/wiki/Swan_River_Airport,,750,2021-10-30T11:25:44+00:00
1799,CYLD,medium_airport,Chapleau Airport,47.81999969,-83.34670258,1470,,Canada,CA,Ontario,CA-ON,ON,Chapleau,0,CYLD,CYLD,YLD,,,https://en.wikipedia.org/wiki/Chapleau_Airport,,275,2008-06-13T14:30:04+00:00
1814,CYML,medium_airport,Charlevoix Airport,47.59749985,-70.22389984,977,,Canada,CA,Quebec,CA-QC,QC,Charlevoix,0,CYML,CYML,YML,,,https://en.wikipedia.org/wiki/Charlevoix_Airport,,250,2008-06-13T14:30:04+00:00
1721,CYEN,medium_airport,Estevan Airport,49.21030045,-102.9660034,1905,,Canada,CA,Saskatchewan,CA-SK,SK,Estevan,0,CYEN,CYEN,YEN,,,https://en.wikipedia.org/wiki/Estevan_Regional_Aerodrome,YEN,250,2010-05-09T16:21:40+00:00
1801,CYLJ,medium_airport,Meadow Lake Airport,54.12530136,-108.5230026,1576,,Canada,CA,Saskatchewan,CA-SK,SK,Meadow Lake,0,CYLJ,CYLJ,YLJ,,,https://en.wikipedia.org/wiki/Meadow_Lake_Airport,,250,2008-06-13T14:30:04+00:00
1942,CYVT,small_airport,Buffalo Narrows Airport,55.84189987,-108.4179993,1423,,Canada,CA,Saskatchewan,CA-SK,SK,Buffalo Narrows,0,CYVT,CYVT,YVT,,,https://en.wikipedia.org/wiki/Buffalo_Narrows_Airport,YVT,150,2010-09-27T22:41:47+00:00
1762,CYHK,small_airport,Gjoa Haven Airport,68.635597,-95.849701,152,,Canada,CA,Nunavut,CA-NU,NU,Gjoa Haven,1,CYHK,CYHK,YHK,,,https://en.wikipedia.org/wiki/Gjoa_Haven_Airport,,150,2024-04-04T12:34:38+00:00
1739,CYGB,small_airport,Texada Gillies Bay Airport,49.694341,-124.518099,326,,Canada,CA,British Columbia,CA-BC,BC,Texada,0,CYGB,CYGB,YGB,,,https://en.wikipedia.org/wiki/Texada/Gillies_Bay_Airport,,150,2024-04-03T19:40:48+00:00
1671,CYBE,small_airport,Uranium City Airport,59.561401,-108.481003,1044,,Canada,CA,Saskatchewan,CA-SK,SK,Uranium City,1,CYBE,CYBE,YBE,,,https://en.wikipedia.org/wiki/Uranium_City_Airport,,150,2024-04-04T13:57:39+00:00
614,CAD4,small_airport,Trail Regional Airport,49.055599,-117.609001,1427,,Canada,CA,British Columbia,CA-BC,BC,Trail,1,CAD4,,YZZ,CAD4,,https://en.wikipedia.org/wiki/Trail_Airport,AD4,100,2024-07-02T12:21:37+00:00
2028,CZML,small_airport,South Cariboo Region / 108 Mile Airport,51.73609924,-121.3330002,3126,,Canada,CA,British Columbia,CA-BC,BC,108 Mile,0,CZML,CZML,ZMH,,,https://en.wikipedia.org/wiki/108_Mile_Ranch_Airport,"ZML, South Cariboo Regional Airport",50,2012-09-06T12:43:05+00:00
1480,CPZ3,small_airport,Trenton/Mountain View Airport,44.069401,-77.338097,362,,Canada,CA,Ontario,CA-ON,ON,Ameliasburgh,0,CPZ3,,,CPZ3,,https://en.wikipedia.org/wiki/Trenton/Mountain_View_Airport,"PZ3, Mountain View",50,2024-07-12T05:53:06+00:00
1629,CYBP,small_airport,Brooks Regional Airport,50.633598,-111.926003,2490,,Canada,CA,Alberta,CA-AB,AB,Brooks,0,CYBP,,,CYBP,,https://en.wikipedia.org/wiki/Brooks_Regional_Aerodrome,YBP,50,2024-05-18T14:52:55+00:00
931,CFB6,small_airport,Edmonton / Josephburg Airport,53.72799803,-113.0865669,2069,,Canada,CA,Alberta,CA-AB,AB,Edmonton,0,CFB6,,,CFB6,,https://en.wikipedia.org/wiki/Edmonton/Josephburg_Airport,"FB6, Josephburg, Warren Thomas",50,2012-07-25T22:07:06+00:00
1368,CNZ8,small_airport,Grimsby Regional Airport,43.16,-79.599197,640,,Canada,CA,Ontario,CA-ON,ON,Grimsby,0,CNZ8,,,CNZ8,,https://en.wikipedia.org/wiki/Grimsby_Regional_Airport,"NZ8, Grimsby Airpark",50,2023-05-19T16:35:18+00:00
875,CEM4,small_airport,Big Bend Airport,52.078602,-114.027,3017,,Canada,CA,Alberta,CA-AB,AB,Innisfail,0,CEM4,,,CEM4,https://www.innisfailflyingclub.ca/,https://en.wikipedia.org/wiki/Innisfail_Aerodrome,EM4,50,2023-10-02T19:19:17+00:00
1804,CYLQ,small_airport,La Tuque Airport,47.40969849,-72.78890228,548,,Canada,CA,Quebec,CA-QC,QC,La Tuque,0,CYLQ,CYLQ,YLQ,,,https://en.wikipedia.org/wiki/La_Tuque_Airport,YLQ,50,2013-04-23T00:22:33+00:00
1512,CSE5,small_airport,Montmagny Airport,47.000834,-70.518293,37,,Canada,CA,Quebec,CA-QC,QC,Montmagny,0,CSE5,,,CSE5,,https://en.wikipedia.org/wiki/Montmagny_Airport,SE5,50,2022-03-23T13:32:46+00:00
1303,CNF3,small_airport,Pendleton Airport,45.486099,-75.0961,260,,Canada,CA,Ontario,CA-ON,ON,Pendleton,0,CNF3,,,CNF3,,https://en.wikipedia.org/wiki/Pendleton_Airport,NF3,50,2022-09-20T11:23:42+00:00
859,CEH6,small_airport,Provost Airport,52.33810043,-110.2789993,2197,,Canada,CA,Alberta,CA-AB,AB,Provost,0,CEH6,,,CEH6,,https://en.wikipedia.org/wiki/Provost_Airport,EH6,50,2008-06-13T14:30:04+00:00
1049,CJB3,small_airport,Steinbach Airport,49.54940033,-96.67939758,850,,Canada,CA,Manitoba,CA-MB,MB,Steinbach,0,CJB3,,,CJB3,,https://en.wikipedia.org/wiki/Steinbach_Airport,JB3,50,2008-06-13T14:30:04+00:00
1935,CYVG,small_airport,Vermilion Airport,53.357714,-110.827388,2025,,Canada,CA,Alberta,CA-AB,AB,Vermilion,0,CYVG,CYVG,YVG,YVG,,https://en.wikipedia.org/wiki/Vermilion_Airport,YVG,50,2024-07-06T18:36:47+00:00
1064,CJE3,small_airport,Weyburn Airport,49.69749832,-103.8010025,1934,,Canada,CA,Saskatchewan,CA-SK,SK,Weyburn,0,CJE3,,,CJE3,,https://en.wikipedia.org/wiki/Weyburn_Airport,JE3,50,2008-06-13T14:30:04+00:00
1440,CPP6,small_airport,Grand River Executive Airport,43.037581,-79.853497,670,,Canada,CA,Ontario,CA-ON,ON,York,0,CPP6,,,CPP6,,https://en.wikipedia.org/wiki/York_Airport_(Ontario),"PP6, York Airport",50,2025-12-08T01:10:22+00:00
28332,CAC8,seaplane_base,Nanaimo Harbour Water Aerodrome,49.169813,-123.933845,,,Canada,CA,British Columbia,CA-BC,BC,Nanaimo,1,CAC8,,ZNA,CAC8,,https://en.wikipedia.org/wiki/Nanaimo_Harbour_Water_Airport,AC8,25,2024-05-09T19:16:08+00:00
1683,CYBX,medium_airport,Lourdes-de-Blanc-Sablon Airport,51.4436,-57.185299,121,,Canada,CA,Quebec,CA-QC,QC,Blanc-Sablon,1,CYBX,CYBX,YBX,,,https://en.wikipedia.org/wiki/Lourdes-de-Blanc-Sablon_Airport,,750,2022-08-16T10:45:57+00:00
1907,CYSM,medium_airport,Fort Smith Airport,60.020302,-111.961998,671,,Canada,CA,Northwest Territories,CA-NT,NT,Fort Smith,1,CYSM,CYSM,YSM,,,https://en.wikipedia.org/wiki/Fort_Smith_Airport,,750,2021-09-03T12:02:52+00:00
1658,CYAQ,medium_airport,Kasabonika Airport,53.52470016,-88.64279938,672,,Canada,CA,Ontario,CA-ON,ON,Kasabonika,1,CYAQ,CYAQ,XKS,,,https://en.wikipedia.org/wiki/Kasabonika_Airport,YAQ,750,2008-06-13T14:30:04+00:00
1822,CYNA,medium_airport,Natashquan Airport,50.190114,-61.78898,39,,Canada,CA,Quebec,CA-QC,QC,Natashquan,1,CYNA,CYNA,YNA,,,https://en.wikipedia.org/wiki/Natashquan_Airport,,750,2024-07-23T04:24:15+00:00
1888,CYRJ,medium_airport,Roberval Airport,48.519665,-72.265735,586,,Canada,CA,Quebec,CA-QC,QC,Roberval,1,CYRJ,CYRJ,YRJ,,,https://en.wikipedia.org/wiki/Roberval_Airport,,750,2024-07-06T17:06:15+00:00
664,CBBC,medium_airport,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,141,,Canada,CA,British Columbia,CA-BC,BC,Bella Bella,1,CBBC,CBBC,ZEL,CBBC,,https://en.wikipedia.org/wiki/Bella_Bella_(Campbell_Island)_Airport,BBC,500,2022-07-07T17:15:35+00:00
1670,CYBD,medium_airport,Bella Coola Airport,52.387501,-126.596001,117,,Canada,CA,British Columbia,CA-BC,BC,Bella Coola,1,CYBD,CYBD,QBC,,,https://en.wikipedia.org/wiki/Bella_Coola_Airport,YBD,500,2016-05-31T10:07:42+00:00
1932,CYVB,medium_airport,Bonaventure Airport,48.071098,-65.460297,123,,Canada,CA,Quebec,CA-QC,QC,Bonaventure,1,CYVB,CYVB,YVB,,,https://en.wikipedia.org/wiki/Bonaventure_Airport,,500,2024-04-04T13:51:18+00:00
1751,CYGV,medium_airport,Havre-Saint-Pierre Airport,50.281898,-63.611401,124,,Canada,CA,Quebec,CA-QC,QC,Havre-Saint-Pierre,1,CYGV,CYGV,YGV,,,https://en.wikipedia.org/wiki/Havre_St-Pierre_Airport,,500,2024-04-04T13:53:50+00:00
1794,CYKY,medium_airport,Kindersley Airport,51.51750183,-109.1809998,2277,,Canada,CA,Saskatchewan,CA-SK,SK,Kindersley,0,CYKY,CYKY,YKY,YKY,,https://en.wikipedia.org/wiki/Kindersley_Airport,YKY,250,2010-05-09T16:04:16+00:00
1793,CYKX,medium_airport,Kirkland Lake Airport,48.21030045,-79.98139954,1157,,Canada,CA,Ontario,CA-ON,ON,Kirkland Lake,0,CYKX,CYKX,YKX,,,https://en.wikipedia.org/wiki/Kirkland_Lake_Airport,,250,2008-06-13T14:30:04+00:00
2025,CZKE,small_airport,Kashechewan Airport,52.282501,-81.677803,35,,Canada,CA,Ontario,CA-ON,ON,Kashechewan,1,CZKE,CZKE,ZKE,,,https://en.wikipedia.org/wiki/Kashechewan_Airport,,150,2024-04-04T12:59:48+00:00
1693,CYCO,small_airport,Kugluktuk Airport,67.816408,-115.14307,74,,Canada,CA,Nunavut,CA-NU,NU,Kugluktuk,1,CYCO,CYCO,YCO,,,https://en.wikipedia.org/wiki/Kugluktuk_Airport,Copper Mine Airport,150,2024-04-04T12:36:05+00:00
1833,CYOC,small_airport,Old Crow Airport,67.570602,-139.839005,824,,Canada,CA,Yukon,CA-YT,YT,Old Crow,1,CYOC,CYOC,YOC,,,https://en.wikipedia.org/wiki/Old_Crow_Airport,,150,2024-04-04T13:59:41+00:00
1362,CNY4,small_airport,Alliston Airport,44.18330002,-79.83709717,720,,Canada,CA,Ontario,CA-ON,ON,Alliston,0,CNY4,,,CNY4,,https://en.wikipedia.org/wiki/Alliston_Airport,NY4,50,2008-06-13T14:30:04+00:00
1348,CNU4,small_airport,Belleville Aerodrome,44.1922,-77.309402,320,,Canada,CA,Ontario,CA-ON,ON,Belleville,0,CNU4,,,CNU4,,https://en.wikipedia.org/wiki/Belleville_Aerodrome,NU4,50,2022-02-11T15:51:17+00:00
1384,CPC3,small_airport,Walter's Field,43.840579,-80.442882,1550,,Canada,CA,Ontario,CA-ON,ON,Belwood,0,CPC3,,,CPC3,,https://en.wikipedia.org/wiki/Arthur_East_Airport,"PC3, Arthur, Arthur East",50,2023-12-02T12:21:09+00:00
46497,CLB2,small_airport,Lubitz Field,43.305948,-80.548514,980,,Canada,CA,Ontario,CA-ON,ON,Bright,0,CLB2,,,,,https://en.wikipedia.org/wiki/Plattsville_(Lubitz_Flying_Field)_Aerodrome,Plattsville,50,2023-12-02T12:06:33+00:00
896,CES4,small_airport,Westlock Airport,54.141733,-113.74044,2214,,Canada,CA,Alberta,CA-AB,AB,Clyde,0,CES4,,,CES4,,https://en.wikipedia.org/wiki/Westlock_Airport,ES4,50,2024-07-10T11:20:37+00:00
1444,CPR2,small_airport,Ottawa/Embrun Aerodrome,45.239703,-75.302423,230,,Canada,CA,Ontario,CA-ON,ON,Embrun,0,CPR2,,,CPR2,,https://en.wikipedia.org/wiki/Ottawa/Embrun_Aerodrome,"PR2, Embrun Airpark, Embrun Airport",50,2024-07-26T21:46:10+00:00
612,CAA8,small_airport,Invermere Airport,50.521502,-116.005775,2820,,Canada,CA,British Columbia,CA-BC,BC,Invermere,0,CAA8,,,CAA8,,https://en.wikipedia.org/wiki/Invermere_Airport,AA8,50,2021-02-11T21:00:24+00:00
1450,CPS2,small_airport,Elmhirst's Resort Airport,44.252085,-78.106699,650,,Canada,CA,Ontario,CA-ON,ON,Keene,0,CPS2,,,CPS2,,https://en.wikipedia.org/wiki/Keene/Elmhirst's_Resort_Airport,PS2,50,2024-07-04T01:26:57+00:00
851,CEG3,small_airport,Lacombe Airport,52.48830032,-113.711998,2783,,Canada,CA,Alberta,CA-AB,AB,Lacombe,0,CEG3,,,CEG3,,https://en.wikipedia.org/wiki/Lacombe_Airport,EG3,50,2008-06-13T14:30:04+00:00
1560,CST3,small_airport,Montreal / St-Lazare Airport,45.39032829,-74.13400412,175,,Canada,CA,Quebec,CA-QC,QC,Montréal,0,CST3,,,CST3,,https://en.wikipedia.org/wiki/Montr%C3%A9al/St-Lazare_Airport,ST3,50,2011-04-23T14:06:11+00:00
1122,CJS4,small_airport,Moose Jaw Municipal Airport,50.43466,-105.387744,1896,,Canada,CA,Saskatchewan,CA-SK,SK,Moose Jaw,0,CJS4,,,CJS4,,https://en.wikipedia.org/wiki/Moose_Jaw_Municipal_Airport,JS4,50,2022-01-29T02:12:19+00:00
1886,CYRC,small_airport,Chicoutimi/Saint-Honoré Aerodrome,48.520963,-71.05256,543,,Canada,CA,Quebec,CA-QC,QC,Saint-Honoré,0,CYRC,,,,,https://en.wikipedia.org/wiki/Chicoutimi/Saint-Honor%C3%A9_Aerodrome,"YRC, RCAF Saint-Honoré",50,2024-07-06T17:12:53+00:00
878,CEN3,small_airport,Three Hills Airport,51.69670105,-113.2089996,2975,,Canada,CA,Alberta,CA-AB,AB,Three Hills,0,CEN3,,,CEN3,,https://en.wikipedia.org/wiki/Three_Hills_Airport,EN3,50,2008-06-13T14:30:04+00:00
906,CEV3,small_airport,Vegreville Airport,53.51440048,-112.0270004,2072,,Canada,CA,Alberta,CA-AB,AB,Vegreville,0,CEV3,,,CEV3,,https://en.wikipedia.org/wiki/Vegreville_Airport,EV3,50,2008-06-13T14:30:04+00:00
1552,CSR3,small_airport,Victoriaville Airport,46.110604,-71.931906,486,,Canada,CA,Quebec,CA-QC,QC,Victoriaville,0,CSR3,,,CSR3,,https://en.wikipedia.org/wiki/Victoriaville_Airport,SR3,50,2022-03-23T13:31:10+00:00
1448,CPR7,small_airport,Wingham / Richard W. LeVan Airport,43.86750031,-81.29859924,1075,,Canada,CA,Ontario,CA-ON,ON,Wingham,0,CPR7,,,CPR7,,https://en.wikipedia.org/wiki/Wingham_Airport,PR7,50,2011-04-23T20:37:30+00:00
28454,CAM9,seaplane_base,Vancouver International Seaplane Base,49.177047,-123.168154,0,,Canada,CA,British Columbia,CA-BC,BC,Vancouver,1,CAM9,,,CAM9,,https://en.wikipedia.org/wiki/Vancouver_International_Water_Airport,AM9,25,2016-10-09T20:16:52+00:00
1752,CYGW,medium_airport,Kuujjuarapik Airport,55.2818985,-77.76529694,34,,Canada,CA,Quebec,CA-QC,QC,Kuujjuarapik,1,CYGW,CYGW,YGW,,,https://en.wikipedia.org/wiki/Kuujjuarapik_Airport,,750,2008-06-13T14:30:04+00:00
1828,CYNL,medium_airport,Points North Landing Airport,58.27669907,-104.0820007,1605,,Canada,CA,Saskatchewan,CA-SK,SK,Points North Landing,1,CYNL,CYNL,YNL,,,https://en.wikipedia.org/wiki/Points_North_Landing_Airport,,750,2008-06-13T14:30:04+00:00
1838,CYOP,medium_airport,Rainbow Lake Airport,58.491402,-119.407997,1759,,Canada,CA,Alberta,CA-AB,AB,Rainbow Lake,0,CYOP,CYOP,YOP,,,https://en.wikipedia.org/wiki/Rainbow_Lake_Airport,,750,2024-04-03T19:06:22+00:00
1919,CYTF,medium_airport,Alma Airport,48.5089,-71.641899,445,,Canada,CA,Quebec,CA-QC,QC,Alma,0,CYTF,CYTF,YTF,,,https://en.wikipedia.org/wiki/Alma_Airport,,500,2024-04-04T13:35:04+00:00
2043,CZUM,small_airport,Churchill Falls Airport,53.56190109,-64.10639954,1442,,Canada,CA,Newfoundland and Labrador,CA-NL,NL,Churchill Falls,1,CZUM,CZUM,ZUM,,,https://en.wikipedia.org/wiki/Churchill_Falls_Airport,ZUM,150,2008-06-13T14:30:04+00:00
1944,CYVZ,small_airport,Deer Lake Airport,52.655613,-94.061208,1092,,Canada,CA,Ontario,CA-ON,ON,Deer Lake,1,CYVZ,CYVZ,YVZ,,,https://en.wikipedia.org/wiki/Deer_Lake_Airport_(Ontario),,150,2024-04-04T13:00:50+00:00
1948,CYWJ,small_airport,Déline Airport,65.211098,-123.435997,703,,Canada,CA,Northwest Territories,CA-NT,NT,Déline,1,CYWJ,CYWJ,YWJ,,,https://en.wikipedia.org/wiki/Deline_Airport,"Délı̨nę, Fort Franklin",150,2024-04-04T12:20:26+00:00
30592,CAL4,small_airport,Fort MacKay/Albian Aerodrome,57.22389984,-111.4189987,1048,,Canada,CA,Alberta,CA-AB,AB,Albian Village,0,CAL4,,JHL,CAL4,,https://en.wikipedia.org/wiki/Fort_MacKay/Albian_Aerodrome,"Shell Canada, Jackpine Mine",50,2012-03-08T16:07:01+00:00
1383,CPB9,small_airport,Baldwin Airport,44.26720047,-79.34059906,750,,Canada,CA,Ontario,CA-ON,ON,Baldwin,0,CPB9,,,CPB9,,https://en.wikipedia.org/wiki/Baldwin_Airport,PB9,50,2008-06-13T14:30:04+00:00
1004,CFV2,small_airport,Beiseker Airport,51.3932991,-113.4720001,3036,,Canada,CA,Alberta,CA-AB,AB,Beiseker,0,CFV2,,,CFV2,,https://en.wikipedia.org/wiki/Beiseker_Airport,FV2,50,2008-06-13T14:30:04+00:00
1434,CPM7,small_airport,Bradford Aerodrome,44.135971,-79.628688,973,,Canada,CA,Ontario,CA-ON,ON,Bradford West Gwillimbury,0,CPM7,,,CPM7,,https://en.wikipedia.org/wiki/Bradford_Airport,PM7,50,2024-07-12T01:54:58+00:00
44455,CA-0307,small_airport,Orono / Hawkefield Aerodrome,44.0,-78.6488,620,,Canada,CA,Ontario,CA-ON,ON,Clarington,0,CHF4,,,CHF4,,https://en.wikipedia.org/wiki/Orono/Hawkefield_Aerodrome,,50,2024-05-19T21:47:04+00:00
631,CAM3,small_airport,Duncan Airport,48.754534,-123.709702,300,,Canada,CA,British Columbia,CA-BC,BC,Duncan,0,CAM3,,DUQ,CAM3,,https://en.wikipedia.org/wiki/Duncan_Airport,AM3,50,2022-01-09T11:10:15+00:00
1723,CYES,small_airport,Edmundston Airport,47.487208,-68.477732,490,,Canada,CA,New Brunswick,CA-NB,NB,Edmundston,0,CYES,,,,,https://en.wikipedia.org/wiki/Edmundston_Airport,YES,50,2022-03-04T18:06:21+00:00
639,CYLI,small_airport,Lillooet Airport,50.674702,-121.893997,1320,,Canada,CA,British Columbia,CA-BC,BC,Lillooet,0,CYLI,,,,,https://en.wikipedia.org/wiki/Lillooet_Airport,"AR3, CAR3",50,2017-04-01T13:56:59+00:00
1016,CFX4,small_airport,Manning Municipal Airport,56.950802,-117.643997,1612,,Canada,CA,Alberta,CA-AB,AB,Manning,0,CFX4,,,CFX4,,https://en.wikipedia.org/wiki/Manning_Airport,FX4,50,2024-06-26T14:20:41+00:00
1528,CA-1095,closed,Montreal / Mascouche Airport,45.718601,-73.598099,75,,Canada,CA,Quebec,CA-QC,QC,Montréal,0,,,,,,https://en.wikipedia.org/wiki/Montr%C3%A9al/Mascouche_Airport,"SK3, CSK3, CSK3",50,2025-02-25T14:37:54+00:00
646,CAU3,small_airport,Oliver Airport,49.1733017,-119.5510025,1015,,Canada,CA,British Columbia,CA-BC,BC,Oliver,0,CAU3,,,CAU3,,https://en.wikipedia.org/wiki/Oliver_Airport,AU3,50,2008-06-13T14:30:04+00:00
1456,CPT3,small_airport,Rockton Airport,43.32220078,-80.17639923,846,,Canada,CA,Ontario,CA-ON,ON,Rockton,0,CPT3,,,CPT3,,https://en.wikipedia.org/wiki/Rockton_Airport,PT3,50,2008-06-13T14:30:04+00:00
1325,CNN3,small_airport,Shelburne / Fisher Field,44.027734,-80.205922,1675,,Canada,CA,Ontario,CA-ON,ON,Shelburne,0,CNN3,,,CNN3,,https://en.wikipedia.org/wiki/Shelburne/Fisher Field Aerodrome,"NN3, Burbank",50,2024-07-24T15:20:12+00:00
46534,CFG6,small_airport,Fort Mackay / Firebag,57.275833,-110.976666,1762,,Canada,CA,Alberta,CA-AB,AB,Suncor Energy Site,0,CYFI,,YFI,CYFI,,https://en.wikipedia.org/wiki/Fort_MacKay/Firebag_Aerodrome,"CFG6, Wood Buffalo",50,2022-08-25T20:12:20+00:00
1922,CYTN,small_airport,Trenton Airport,45.611904,-62.621102,319,,Canada,CA,Nova Scotia,CA-NS,NS,Trenton,0,CYTN,,,,,https://en.wikipedia.org/wiki/Trenton_Airport_(Nova_Scotia),"YTN, CU3",50,2017-10-07T16:00:04+00:00
786,CCW3,small_airport,Waterville / Kings County Municipal Airport,45.05189896,-64.65170288,119,,Canada,CA,Nova Scotia,CA-NS,NS,Waterville,0,CCW3,,,CCW3,,https://en.wikipedia.org/wiki/Waterville/Kings_County_Municipal_Airport,CW3,50,2011-04-23T19:33:35+00:00
1980,CYYL,medium_airport,Lynn Lake Airport,56.86389923,-101.0759964,,,Canada,CA,Manitoba,CA-MB,MB,Lynn Lake,1,CYYL,CYYL,YYL,,,https://en.wikipedia.org/wiki/Lynn_Lake_Airport,,750,2008-06-13T14:30:04+00:00
2037,CZSJ,medium_airport,Sandy Lake Airport,53.06420135,-93.3443985,951,,Canada,CA,Ontario,CA-ON,ON,Sandy Lake,1,CZSJ,CZSJ,ZSJ,,,https://en.wikipedia.org/wiki/Sandy_Lake_Airport,,750,2008-06-13T14:30:04+00:00
1930,CYUX,medium_airport,Hall Beach Airport,68.7761,-81.2425,30,,Canada,CA,Nunavut,CA-NU,NU,Sanirajak,1,CYUX,CYUX,YUX,,,https://en.wikipedia.org/wiki/Hall_Beach_Airport,,750,2021-12-31T15:42:14+00:00
1862,CYPZ,medium_airport,Burns Lake Airport,54.3764,-125.950996,2343,,Canada,CA,British Columbia,CA-BC,BC,Burns Lake,1,CYPZ,CYPZ,YPZ,YPZ,,https://en.wikipedia.org/wiki/Burns_Lake_Airport,YPZ,500,2022-07-07T17:33:44+00:00
1771,CYIB,medium_airport,Atikokan Municipal Airport,48.773899,-91.638603,1408,,Canada,CA,Ontario,CA-ON,ON,Atikokan,0,CYIB,CYIB,YIB,,http://www.atikokaninfo.com/community/transportation/airport/,https://en.wikipedia.org/wiki/Atikokan_Municipal_Airport,,250,2025-05-12T03:19:39+00:00
1695,CYCQ,medium_airport,Chetwynd Airport,55.68719864,-121.6269989,2000,,Canada,CA,British Columbia,CA-BC,BC,Chetwynd,0,CYCQ,CYCQ,YCQ,,,https://en.wikipedia.org/wiki/Chetwynd_Airport,,250,2008-06-13T14:30:04+00:00
1772,CYID,medium_airport,Digby / Annapolis Regional Airport,44.54584504,-65.78542471,499,,Canada,CA,Nova Scotia,CA-NS,NS,Digby,0,CYID,CYID,YDG,,,https://en.wikipedia.org/wiki/Digby_Airport,YID,250,2010-12-24T17:11:54+00:00
1789,CYKJ,medium_airport,Key Lake Airport,57.2560997,-105.6179962,Geoinfo,,Canada,CA,Saskatchewan,CA-SK,SK,Key Lake,0,CYKJ,CYKJ,YKJ,,,https://en.wikipedia.org/wiki/Key_Lake_Airport,,250,2008-06-13T14:30:04+00:00
2039,CZST,medium_airport,Stewart Airport,55.93541045,-129.9824345,24,,Canada,CA,British Columbia,CA-BC,BC,Stewart,0,CZST,CZST,ZST,CZST,,https://en.wikipedia.org/wiki/Stewart_Airport_(British_Columbia),,250,2013-03-31T01:48:17+00:00
